Au8,Au8_CN,Au,Ag,Al,As,B,Ba,Ca,Ce,Co,Cr,Cu,Fe,Hg,K,La,Mg,Mn,Mo,Ni,P,Pb,S,Sb,Sr,Th,Ti,V,Y,Zn
4.85,37.19,13.04,12.9,10700,4396,12,75,1500,73,129,14,576,46200,21,3400,41,200,18,5,82,1640,1389,41600,377,63,20,35,15,13,4345
1.98,12.96,15.28,4.3,8100,3471,9,110,1200,91,31,12,231,17300,26,2900,51,400,19,3,42,1470,2323,15900,3629,61,19,36,12,12,995
0.02,3.57,0.56,0.8,5900,1554,9,34,3500,135,26,15,161,24500,4,1400,75,400,284,5,64,1450,79,18000,295,54,26,36,23,18,162
0.07,1.21,5.8,1.5,5600,170646,16,22,1900,68,12,21,39,30900,46,2400,38,300,68,5,22,720,39,98400,9893,25,15,22,10,9,209
0.04,1.02,3.92,2.1,6800,7858,13,41,3300,79,28,14,354,49800,8,3600,43,600,37,3,38,1390,161,44200,367,23,22,32,12,8,217
0.91,16.02,5.68,2.3,1700,1172,30,160,1900,76,5,45,249,30800,29,1800,44,100,18,5,5,920,201,26700,4038,13,19,15,6,5,2020
2.68,44.08,6.08,0.8,2800,2370,8,42,2100,69,11,3,10,28600,5,3000,42,200,23,4,8,1020,56,22800,34,12,22,12,8,7,88
0.08,12.12,0.66,0.8,2100,138,9,182,200,78,9,47,3,21700,2,2000,44,100,9,2,7,370,204,16300,518,36,20,11,6,4,30
0.22,39.29,0.56,2.1,3800,156,13,233,400,68,29,54,32,42800,4,1600,40,100,8,4,14,1730,778,36500,354,50,17,12,5,5,20
1.2,45.98,2.61,0.7,2900,1445,9,308,300,101,15,10,99,30800,10,3200,58,200,20,2,15,550,818,22300,167,72,18,11,8,6,78
0.84,45.9,1.83,0.5,4600,1850,13,265,500,99,20,37,214,24800,12,3900,56,200,6,2,21,660,1218,17800,177,164,16,12,10,8,24
0.58,51.33,1.13,1.2,2800,1426,11,356,200,106,11,9,146,30300,5,2500,59,100,21,2,8,540,683,20900,140,176,22,13,6,8,9
2.85,35.8,7.96,1.2,7600,1956,16,277,400,134,26,7,14,18000,9,3200,78,200,18,3,45,990,32,14100,251,62,23,35,16,12,636
0.15,2.08,7.2,0.8,4800,36525,7,204,300,102,13,6,9,25600,92,3200,59,200,19,3,28,550,42,32100,8434,89,21,13,9,12,522
0.17,3.29,5.16,0.6,4500,5370,9,317,1300,108,16,22,10,24800,18,3500,60,200,8,4,49,1120,309,19800,254,32,20,13,9,12,216
0.22,40.0,0.55,0.7,5400,1600,14,457,100,131,29,7,43,19500,1,3700,78,200,29,3,6,550,83,13100,227,44,24,12,5,9,16
0.41,22.53,1.82,0.9,5400,3869,11,260,100,126,25,8,78,29100,45,3700,76,200,34,2,10,410,362,23200,5367,23,20,15,9,5,32
0.54,11.95,4.52,0.7,8700,4271,17,447,100,142,48,6,163,17200,35,4400,87,200,24,1,46,160,58,12500,382,33,25,11,7,17,606
0.03,3.41,0.88,0.6,5600,29549,11,119,100,102,63,9,60,33300,51,3300,60,200,38,4,57,420,55,37200,2055,28,19,12,5,10,544
0.15,0.91,16.56,1.6,4300,46509,12,131,100,62,38,7,10,31400,196,2900,38,100,31,3,45,510,31,42400,933,12,17,10,6,5,118
0.05,2.65,1.89,3.6,5400,59401,8,70,100,66,34,56,962,26400,118,3400,40,200,11,6,39,610,80,44900,4255,40,17,11,7,7,226
0.14,5.49,2.55,0.5,5000,14399,14,221,100,105,18,7,59,19200,32,3900,64,200,33,1,22,400,74,18100,973,20,18,11,5,6,100
25.96,51.98,49.94,0.7,4400,3928,13,269,100,123,8,48,79,25600,54,3900,74,200,13,3,6,380,121,19400,118,43,21,17,7,5,30
1.85,23.6,7.84,3.1,3500,14583,13,290,100,61,4,66,465,25500,49,3000,37,200,16,8,7,120,1220,15100,2800,25,8,27,5,2,36
0.16,2.78,5.76,0.6,3300,31175,16,180,200,90,11,73,10,24700,43,3100,54,200,18,4,17,350,129,30600,2131,78,17,13,7,6,101
0.09,1.02,8.8,0.8,4200,19095,16,198,200,108,12,9,14,28000,37,3900,69,200,46,3,18,310,143,24100,625,85,20,12,9,6,133
1.96,37.69,5.2,0.5,5200,48298,16,136,200,82,9,12,7,26800,54,3400,49,200,43,2,6,930,120,29700,1706,65,21,14,15,4,44
0.07,0.41,16.9,0.9,5800,45917,15,82,100,117,16,56,5,22700,27,4000,72,200,12,4,22,860,58,32800,1476,26,22,11,9,6,143
0.09,1.46,6.16,0.6,6100,25135,15,65,100,122,16,9,140,28200,98,4300,74,200,36,2,17,740,41,27900,755,29,24,12,10,7,96
0.73,13.72,5.32,0.5,6400,20189,19,251,600,104,202,29,21,30600,80,4100,61,300,40,8,191,210,40,29600,816,41,20,20,16,10,540
3.33,31.09,10.71,1.2,6700,41084,16,255,400,103,22,39,70,19100,254,3500,57,300,15,2,18,330,75,31400,30020,42,14,35,19,6,49
0.06,6.82,0.88,0.9,7500,1842,16,444,400,129,41,21,30,18300,12,4400,75,300,21,5,44,190,704,13100,515,61,24,33,13,9,190
0.07,1.13,6.2,1.9,7300,8764,15,261,200,137,28,39,65,42000,12,5000,83,400,25,5,47,1150,169,38000,601,19,20,36,15,15,1230
0.23,4.17,5.52,0.6,5800,2823,24,320,300,112,19,32,69,40400,8,4400,70,300,45,10,23,810,84,29200,227,20,22,30,12,8,963
0.18,4.59,3.92,1.0,4900,9602,15,72,1800,117,13,42,91,36800,29,4100,69,200,52,10,29,1150,79,27300,314,16,21,24,16,8,602
0.54,17.31,3.12,0.6,6000,2042,21,192,2000,119,8,39,70,29800,6,4500,71,300,18,3,16,1300,62,23400,168,24,22,26,13,8,220
2.57,57.37,4.48,0.8,5800,2118,21,285,2300,129,7,36,22,22500,13,4700,77,300,23,3,15,1180,82,16500,69,24,22,29,13,9,232
11.28,57.26,19.7,1.1,4700,2598,18,176,2100,128,12,26,81,23500,14,4200,76,200,42,7,39,1140,516,15500,151,22,23,25,9,7,692
0.19,7.14,2.66,2.5,5900,3898,22,430,2500,146,7,32,228,14900,14,4900,88,300,22,2,11,1290,1421,10100,196,26,24,23,8,8,262
0.08,2.15,3.72,0.7,7200,6260,35,310,2300,122,19,29,13,30300,9,4900,71,400,20,7,19,1240,114,24400,73,34,22,28,8,14,193
0.21,2.68,7.84,0.6,6400,3324,23,498,2100,129,11,3,7,25600,12,5100,74,400,743,2,16,1190,61,15800,48,23,22,18,10,15,252
0.11,4.8,2.29,0.7,10100,3526,26,371,2500,148,21,3,49,27200,7,6300,85,500,659,4,26,1210,172,16200,49,30,24,18,11,16,298
0.22,5.98,3.68,0.8,9600,3364,24,254,2800,142,17,3,7,23300,25,5500,82,400,282,2,25,1530,47,17800,32,26,24,18,10,16,125
0.11,2.33,4.72,0.6,8900,16062,21,274,400,135,9,3,7,21900,29,4900,79,300,20,3,13,1240,135,26300,4486,18,21,14,9,14,253
0.05,3.36,1.49,2.5,11000,26689,15,140,200,82,25,13,154,41600,7,4100,45,300,30,16,44,1620,1914,49000,219,56,18,14,12,18,1348
0.09,4.84,1.86,1.9,9400,4752,24,225,3500,98,48,20,910,55200,10,5300,51,1100,1604,4,118,1500,360,37100,330,27,18,25,22,16,539
0.04,5.97,0.67,4.8,6500,3525,24,75,2600,97,24,73,654,48500,14,4400,55,400,39,5,88,1350,2145,45000,618,18,18,23,10,12,325
0.25,11.9,2.1,1.5,6800,2183,18,117,2200,122,27,12,56,28000,11,4800,70,400,56,5,57,1270,690,23400,164,25,21,19,11,18,412
0.25,19.23,1.3,0.6,3000,1468,15,28,1900,113,7,88,27,36200,5,2500,62,100,15,7,5,1020,33,29900,25,10,20,15,6,6,117
0.16,23.88,0.67,2.6,4200,7772,16,31,2300,126,10,9,78,46500,1,3000,70,300,46,4,10,1110,175,42600,74,20,21,11,5,7,85
0.23,19.49,1.18,1.0,3300,3298,26,154,2100,90,9,77,16,28000,4,2800,49,200,18,6,10,1070,224,25000,530,13,21,11,4,7,85
12.25,53.56,22.87,0.9,3900,797,23,247,2400,80,8,70,7,25700,12,3600,42,200,62,4,11,1200,49,21000,32,15,21,14,8,7,72
0.19,8.23,2.31,0.6,4000,877,19,399,2900,141,9,55,13,19400,22,3300,77,200,95,4,9,1540,73,15200,34,21,23,13,10,8,130
0.18,16.36,1.1,0.7,4800,5334,19,372,2700,138,6,58,37,18100,16,4200,78,400,451,3,7,1370,61,10700,71,21,25,11,9,8,82
0.05,1.62,3.08,0.5,4500,2736,19,404,2500,144,8,42,17,11200,3,3600,83,300,18,3,7,1370,294,9400,92,18,23,10,6,7,73
0.06,4.62,1.3,2.9,4300,4781,18,217,2600,180,28,7,66,33600,7,3400,110,300,500,3,8,1350,1885,27300,116,18,23,12,6,6,155
0.05,3.82,1.31,0.7,3700,2837,14,229,2600,134,16,52,2,23400,3,3000,74,400,66,7,7,1390,69,19600,122,23,25,12,6,6,46
0.23,8.95,2.57,0.6,4100,3350,14,77,2500,126,15,11,4,31000,6,3300,70,200,46,4,10,1380,25,24800,73,21,23,12,6,6,68
0.13,2.78,4.68,1.2,6400,3218,10,310,200,135,14,16,206,23200,97,4800,78,300,26,8,18,590,930,16700,309,126,24,22,9,17,530
0.07,3.63,1.93,1.0,5500,2125,15,354,1900,113,11,20,35,20700,4,4800,66,300,33,5,12,1030,185,13800,105,17,22,23,10,9,432
0.04,1.06,3.76,3.4,4700,3514,14,290,2400,119,14,49,88,28900,12,4300,69,300,38,6,18,1270,2597,20900,230,20,24,25,6,7,146
0.05,9.8,0.51,5.9,5000,743,17,312,2000,114,18,52,26,32100,4,4000,67,300,507,5,21,1100,1270,21500,260,16,22,26,6,21,123
0.09,16.07,0.56,1.9,4900,533,19,276,400,112,9,25,38,26800,5,4000,66,300,40,8,13,470,837,18300,368,12,23,25,9,15,197
0.05,2.92,1.71,0.7,5000,1047,13,302,700,125,20,52,278,23400,18,3800,72,200,22,6,18,840,201,17100,185,20,24,19,7,16,289
0.04,2.33,1.72,0.6,4900,439,21,425,1200,117,10,18,13,17900,2,4000,68,200,29,7,12,910,198,12100,117,17,24,18,6,9,208
0.04,2.16,1.85,3.4,5100,1915,17,372,500,118,6,57,59,25100,16,4000,71,200,21,8,11,860,3238,19100,507,23,23,19,6,23,387
0.18,7.26,2.48,3.0,7400,1274,27,298,700,139,17,17,11,31700,2,5600,82,400,34,7,12,920,666,23400,109,17,23,29,6,8,93
0.08,3.76,2.13,0.6,4600,3097,26,455,1700,120,5,51,16,12800,6,4000,70,200,21,2,7,1160,50,10300,7272,29,23,18,6,10,203
0.29,7.88,3.68,1.0,5800,3221,19,395,1000,116,10,72,55,18700,21,3800,66,300,28,6,14,1010,166,13500,703,28,22,27,9,12,251
0.33,19.64,1.68,0.8,3500,1335,21,331,1100,92,6,95,22,15300,4,3000,52,100,24,3,11,980,78,10400,359,15,22,18,7,8,185
0.05,6.17,0.81,26.5,5700,2693,33,211,500,61,45,22,365,32300,45,3400,34,200,59,7,36,1020,4633,26500,3621,11,20,17,7,8,177
0.1,13.33,0.75,33.1,4800,908,28,399,300,143,19,49,520,21400,37,4100,86,200,19,3,10,730,1921,16500,704,16,23,18,4,8,219
0.07,3.08,2.27,0.6,4400,1576,33,401,1800,103,5,27,10,26000,2,3900,60,300,47,6,11,1080,135,17300,97,17,22,27,7,8,97
0.08,1.94,4.12,2.4,5400,5534,18,410,900,112,9,19,75,25400,5,4400,65,200,30,5,11,1040,364,16800,128,17,22,22,9,8,185
0.05,4.31,1.16,4.2,5400,2626,26,45,1000,224,4,16,88,12800,4,4000,141,300,33,5,6,1130,428,9000,412,16,22,26,15,12,159
0.08,2.08,3.84,0.5,3500,3295,28,480,1500,110,5,75,6,18100,8,3000,65,200,24,3,8,1070,159,13700,822,20,21,15,14,6,80
0.16,16.84,0.95,1.4,4800,466,36,264,1700,33,39,32,11,35200,2,3500,18,300,48,7,13,930,595,25200,66,20,20,18,4,9,96
0.08,4.17,1.92,0.7,4000,1399,15,328,2400,90,11,17,7,28300,3,3200,50,200,35,4,11,1140,149,20300,41,18,21,11,6,7,111
0.06,5.13,1.17,0.6,4500,953,17,329,2500,85,17,42,6,23500,2,3600,49,300,41,3,10,1240,179,17700,63,16,22,14,9,9,97
0.18,9.63,1.87,0.9,3600,517,13,363,2400,98,9,12,8,34500,3,3200,57,300,1323,3,10,1160,243,16800,79,18,20,13,8,7,80
0.13,6.07,2.14,0.7,4700,2511,17,359,2600,104,11,39,6,29300,3,3500,59,300,814,3,9,1230,279,17700,47,24,22,14,8,10,97
0.07,4.22,1.66,0.6,4600,1621,18,282,2500,79,15,44,5,24000,3,3400,45,300,16,3,12,1210,171,18100,45,19,21,10,6,8,94
0.44,8.21,5.36,2.0,4700,2055,15,88,2700,111,15,12,186,35600,34,3600,66,2300,662,2,12,1210,561,18300,110,15,24,16,12,6,112
0.14,5.56,2.52,0.7,4500,2229,15,42,2600,98,11,49,4,27000,6,3400,56,300,18,4,9,1300,139,20300,60,14,24,17,10,5,75
0.03,3.85,0.78,1.2,4700,2117,15,117,2800,103,11,46,121,34800,5,4100,61,400,1382,4,8,1210,252,18600,100,13,24,17,10,9,143
0.08,7.21,1.11,0.6,3600,523,13,178,2700,100,8,11,11,40600,2,3400,58,400,2136,3,10,1190,69,17500,232,15,23,15,13,9,76
0.03,0.96,3.12,0.6,3800,5442,14,164,2200,100,24,44,6,27300,3,3600,60,200,195,3,6,1100,218,21500,114,13,23,14,7,4,53
0.09,1.89,4.76,10.1,3800,3637,13,74,2200,101,25,42,605,54800,30,3600,60,300,33,4,6,1030,6882,47200,554,13,21,14,10,5,369
0.97,16.39,5.92,1.2,4600,3353,11,312,2800,110,31,41,8,50600,6,4200,63,400,3444,5,8,1310,121,18200,52,20,21,18,14,12,1018
0.41,11.26,3.64,2.7,5000,2388,13,379,2500,109,10,8,285,44300,5,4000,61,400,2883,3,9,1350,2173,14000,240,35,20,18,11,12,162
0.12,13.04,0.92,1.5,7200,2109,14,560,1200,124,16,32,222,17500,3,5000,65,300,82,4,9,1440,1490,11700,166,45,24,19,9,23,220
1.33,42.09,3.16,28.1,5300,4265,10,464,100,96,6,8,448,20000,8,4000,54,200,37,3,7,780,14599,14400,1028,25,19,28,8,7,52
1.29,25.39,5.08,0.8,7700,2192,17,439,500,75,112,8,29,25500,11,3600,37,200,40,2,50,1400,293,20200,206,30,18,17,7,12,124
0.77,31.43,2.45,3.5,4700,1169,6,159,100,42,30,79,183,41500,18,2900,24,200,11,9,13,1110,1679,37800,3383,9,19,19,9,7,220
0.38,26.57,1.43,5.0,4000,1295,5,62,100,38,16,15,315,76800,9,2800,21,200,55,8,10,1090,2406,67000,824,7,16,19,10,6,222
0.06,5.04,1.19,2.8,7300,2362,9,367,100,81,14,64,52,23100,1,3900,43,300,15,8,13,1370,1749,19500,681,18,22,26,16,7,320
0.79,39.9,1.98,3.1,8500,1277,7,406,200,98,11,12,47,19300,2,3400,53,300,47,3,21,1830,1964,14600,1883,21,21,27,14,6,274
0.03,1.82,1.65,1.0,6000,2353,12,361,100,101,14,53,48,25300,2,4500,53,200,10,5,15,1280,652,21400,147,13,22,17,6,7,469
0.04,2.74,1.46,1.6,7700,3407,14,390,200,93,10,11,33,25000,4,4300,46,300,47,4,13,1610,1753,19000,370,18,21,21,10,10,551
0.5,18.59,2.69,6.9,3800,767,18,407,2500,120,9,9,209,46300,1,3500,66,300,2516,3,8,1300,2162,18500,297,20,21,20,14,7,63
1.56,33.05,4.72,5.5,3700,1557,17,136,2100,110,13,65,299,50500,2,3400,61,300,1680,4,15,1120,257,32500,208,18,19,20,17,6,88
4.49,34.83,12.89,7.5,4300,3568,14,356,2500,121,10,9,148,42800,6,3900,68,300,1784,2,11,1330,261,22200,181,23,21,22,16,8,193
0.26,35.62,0.73,1.0,4900,1454,32,628,200,147,6,51,41,17700,3,3500,83,200,10,4,7,1320,1184,7700,506,79,22,12,5,10,266
0.19,6.88,2.76,0.5,6400,2122,21,472,100,126,12,63,167,17600,3,2900,71,100,11,2,10,1280,454,13500,225,31,22,14,6,13,218
0.41,9.23,4.44,0.6,3900,1139,40,374,100,122,10,11,102,18500,4,2400,69,100,48,3,9,1240,634,11500,302,29,21,16,4,7,135
1.61,60.3,2.67,5.1,3700,4536,9,519,100,108,4,11,208,19800,58,3400,61,200,39,2,6,1310,425,8800,2564,47,20,19,13,4,14
3.41,56.09,6.08,0.5,6700,9183,9,576,100,85,4,77,13,23900,72,3300,50,100,15,4,5,3340,166,14500,1668,31,20,16,16,5,43
12.43,60.25,20.63,2.2,4200,5336,6,394,100,87,5,96,25,22200,27,3400,49,100,13,4,8,850,105,15600,1812,20,17,15,16,8,49
0.2,10.42,1.92,0.6,5300,4598,13,312,200,79,15,8,3,27000,25,3800,43,200,32,2,15,920,154,21600,200,33,19,12,7,14,254
0.08,14.55,0.55,0.5,6200,504,20,397,200,118,11,40,3,19400,5,3900,65,300,13,3,8,750,84,15600,71,32,22,12,6,12,27
0.22,9.02,2.44,4.3,5800,40987,14,181,200,72,37,52,56,25200,54,4300,42,300,11,3,20,910,932,36900,2282,11,16,11,14,11,84
0.35,29.41,1.19,6.5,5800,3665,13,415,200,76,13,24,239,20100,40,4100,44,300,28,5,10,580,1808,15900,8585,20,22,15,12,9,121
0.76,8.6,8.84,4.6,7800,2161,16,449,800,87,13,21,209,18200,32,4600,52,400,172,5,9,1230,3291,10200,249,26,22,26,13,11,94
15.16,64.4,23.54,1.7,5800,1175,10,570,500,112,8,22,39,11900,53,4400,69,300,31,3,13,960,2427,4500,5728,200,23,22,14,10,126
5.48,58.8,9.32,3.9,4700,1194,8,348,100,87,3,46,241,13400,199,4900,53,200,17,2,3,820,2520,5700,4197,65,24,20,17,5,18
2.3,76.67,3.0,5.0,6200,958,17,654,100,78,3,18,270,9300,4,4900,44,300,24,5,3,390,1364,3300,328,51,22,20,9,8,24
2.91,46.04,6.32,10.7,6400,2673,20,305,200,87,50,19,495,28700,7,3700,47,200,24,10,28,340,1231,21200,337,81,20,14,9,16,514
0.42,6.73,6.24,0.5,4700,4989,10,329,200,129,10,41,7,21600,7,2900,77,100,11,3,15,800,47,16100,54,32,25,14,9,10,156
0.31,44.93,0.69,3.8,8100,7704,13,154,300,136,21,13,62,26900,12,4700,78,300,19,10,17,1250,3719,20300,124,45,26,21,9,10,56
0.08,7.34,1.09,1.0,7200,6427,8,297,400,142,24,20,27,23800,24,4400,83,300,12,4,25,1200,910,18600,193,42,27,22,9,11,97
0.07,0.96,7.28,2.4,7500,38181,9,54,200,98,31,49,64,24900,17,3100,56,200,15,5,59,1190,1169,38000,830,54,21,15,8,16,533
0.1,2.45,4.08,0.8,7600,8581,10,324,200,125,14,41,31,18500,16,4100,75,200,14,3,20,1130,459,15300,115,29,24,16,7,21,349
0.03,0.84,3.56,2.7,7600,12497,12,318,200,127,15,31,32,12800,17,4000,75,200,12,4,22,870,225,14200,102,27,23,12,6,25,567
0.03,1.73,1.73,3.3,8000,6803,9,330,200,124,15,34,208,16800,177,4000,76,200,13,4,29,890,3466,15500,369,30,22,15,6,28,391
0.1,1.84,5.44,1.2,8000,8746,18,402,200,148,18,21,100,15400,47,4800,91,200,8,3,24,1040,272,13400,102,28,26,14,7,12,398
0.05,1.47,3.4,0.5,7900,15889,11,156,200,167,8,11,69,10900,24,4300,104,200,12,5,7,1390,36,11600,876,38,27,12,6,11,136
0.06,1.85,3.24,0.6,6500,5966,10,350,200,148,9,21,130,17400,24,4500,90,200,5,4,12,1190,53,12900,59,30,27,13,6,10,169
0.18,6.34,2.84,0.8,6800,8995,7,82,100,123,97,29,154,45300,12,4400,74,200,24,9,89,800,94,35600,117,39,23,18,8,11,386
0.07,1.25,5.6,0.7,6600,3247,9,388,200,140,8,37,62,18700,17,3900,87,100,7,3,12,1530,44,13900,44,32,26,15,8,11,127
0.1,4.98,2.01,2.4,6400,3479,11,316,400,149,14,22,851,16500,32,3900,93,200,25,7,20,1110,111,11500,491,30,27,16,6,14,273
0.04,2.88,1.39,0.8,7800,4376,12,378,200,145,10,29,47,14000,7,4600,88,200,6,5,16,1230,50,11500,107,42,28,15,7,16,314
0.16,5.61,2.85,0.8,7100,8125,11,329,100,145,14,30,60,18500,9,4300,88,200,6,5,20,1040,74,16200,128,44,26,14,6,14,465
0.11,4.42,2.49,1.5,6500,2633,24,147,600,130,21,25,123,33200,5,3900,79,200,26,10,12,1200,466,24600,182,30,25,17,7,11,132
0.12,23.08,0.52,0.9,8600,4283,21,143,600,160,45,27,117,13000,10,4400,97,200,12,4,66,1460,295,9900,147,47,28,16,6,14,644
0.2,4.5,4.44,1.6,6100,11207,16,55,200,125,18,25,49,29700,30,3700,77,200,24,13,26,680,120,28900,8457,34,23,18,8,9,651
0.11,1.5,7.32,1.3,6800,100284,8,88,200,92,29,18,13,29000,75,3300,54,200,19,4,39,650,21,62000,6947,65,22,12,8,9,189
0.18,2.54,7.08,0.6,7600,15173,5,95,200,96,18,23,8,28500,144,3800,51,200,24,6,22,1040,30,25500,1348,126,25,12,8,10,370
0.08,3.08,2.6,1.5,7500,32164,9,60,200,97,20,50,37,40000,49,3400,56,200,9,3,30,1000,843,45700,1889,53,23,10,6,10,261
0.45,9.87,4.56,0.7,8000,6963,21,66,200,124,17,20,157,27000,8,4100,74,200,21,4,21,970,58,21000,695,42,28,13,8,11,188
1.91,10.04,19.02,0.5,7000,3032,12,154,200,120,10,37,19,17500,5,3400,69,200,8,2,11,1040,30,13800,967,58,29,11,8,12,215
0.97,26.08,3.72,5.4,7600,7194,10,144,200,123,22,23,136,37700,14,4000,73,200,24,6,23,890,1310,29200,395,60,25,15,9,11,420
3.28,64.06,5.12,0.9,4100,1092,8,541,400,137,21,32,6,22600,27,3100,81,100,8,2,13,570,158,12700,298,133,26,13,9,8,84
1.03,46.82,2.2,2.9,9400,2478,18,315,900,123,60,28,157,24200,69,4200,73,300,8,2,37,930,4692,15100,581,233,18,14,13,13,39
4.51,64.8,6.96,1.1,7300,3147,21,677,900,120,27,16,25,25800,46,4800,70,300,15,4,27,360,3338,9400,1103,112,19,14,16,9,68
0.66,39.52,1.67,0.7,6500,930,13,531,400,105,20,18,4,22400,11,3800,60,200,18,3,23,240,106,15100,397,79,20,14,9,13,206
0.72,41.62,1.73,2.3,4200,805,11,155,300,63,23,73,4,39700,13,2800,38,200,13,1,14,690,2946,32000,459,111,21,12,9,6,81
0.45,64.29,0.7,0.8,3100,398,14,137,200,71,15,21,4,36200,5,2700,40,100,25,6,11,430,214,25700,231,130,20,16,7,5,54
0.44,58.67,0.75,0.6,3800,578,11,505,300,89,14,73,4,20900,7,2900,51,100,19,3,13,510,130,11100,168,159,21,12,8,6,46
1.46,56.81,2.57,0.5,4800,929,14,492,300,96,26,18,6,24100,17,3200,57,200,22,5,18,310,71,12400,132,70,22,13,7,8,140
2.23,16.09,13.86,2.5,3600,11892,6,190,200,97,9,25,14,25800,181,2900,57,100,25,4,9,710,58,23100,5131,45,20,10,19,6,29
0.34,30.09,1.13,0.5,3000,297,12,285,200,118,11,58,5,24700,3,2700,70,100,13,2,8,500,286,19200,152,32,23,14,6,6,49
