Level,Offers Remote,Publish Time,Salary,Title,Close Time,State,Collaboration Type
S,False,2020-06-02 12:23:55,<8MT,کارشناس فنی پشتیبانی سیستم,2020-07-14 14:33:52,C,FT
S,True,2020-06-14 10:59:05,<1MT,برنامه‌نویس ارشد پایتون (دورکاری),2020-08-14 03:00:09,C,PT
J,True,2020-10-18 11:45:54,<6MT,توسعه‌دهنده Full Stack,2020-12-18 03:00:11,C,PR
J,False,2020-10-18 11:59:04,<12MT,توسعه Front-end,2020-12-18 03:00:11,C,FT
S,True,2020-07-14 16:08:23,<4MT,توسعه‌دهنده فرات اند,2020-09-13 03:00:09,C,FT
S,False,2020-09-16 15:41:19,<6MT,senior Vue.js developer,2020-11-16 03:00:10,C,FT
J,False,2020-07-14 15:35:44,<8MT,کارشناس تحقیق و توسعه (آقا),2020-07-29 15:24:24,C,FT
J,False,2020-08-22 17:33:46,,برنامه‌نویس Front End,2020-09-15 12:13:39,C,FT
J,False,2020-07-15 14:06:37,,Angular Developer,2020-09-14 03:00:09,C,FT
S,False,2020-07-30 14:02:02,,برنامه‌نویس ASP.NET MVC,2020-09-29 03:00:10,C,FT
J,False,2020-10-15 13:58:45,<6MT,توسعه‌دهنده QT,2020-12-15 03:00:11,C,FT
S,False,2020-08-25 16:01:33,<4MT,پشتیبان نرم افزار حسابداری,2020-10-25 03:00:09,C,FT
S,True,2020-08-03 15:31:39,>12MT,Back-End) Senior Java Developer),2020-08-10 16:37:15,C,FT
S,False,2020-09-16 15:05:09,>12MT,توسعه‌دهنده Front End,2020-11-16 03:00:10,C,FT
J,False,2020-06-01 11:54:17,<6MT,توسعه‌دهنده Frontend Vue.js,2020-08-01 03:00:09,C,FT
J,False,2020-08-22 17:33:51,,کارشناس تست,2020-10-22 03:00:09,C,FT
S,False,2020-07-15 16:58:50,,Front End Developer,2020-09-14 03:00:09,C,FT
J,False,2020-05-16 11:44:17,<3MT,کارشناس پشتیبانی هاست,2020-07-16 03:00:09,C,FT
S,True,2020-09-16 13:53:44,<12MT,توسعه‌دهنده WordPress,2020-11-16 03:00:10,C,PR
S,False,2020-05-17 10:44:10,<8MT,توسعه‌دهنده iOS,2020-07-17 03:00:09,C,FT
S,True,2021-06-05 20:45:02,>12MT,Senior Back-end Developer,,PB,FT
J,False,2020-08-02 12:39:15,,DevOps Engineer,2020-10-02 03:00:10,C,FT
S,False,2020-09-06 18:16:21,,Senior Front-end Developer,2020-09-23 14:57:48,C,FT
J,False,2020-10-18 11:45:06,<12MT,توسعه‌دهنده Back-End,2020-12-18 03:00:11,C,FT
S,True,2020-07-15 17:01:41,>12MT,اپلیکیشن سینک با ووکامرس,2020-09-14 03:00:09,C,PR
S,False,2020-05-16 15:25:10,<6MT,برنامه‌نویس Full-Stack,2020-07-16 03:00:09,C,FT
J,False,2020-05-16 14:27:15,<6MT,وردپرس کار حرفه‌ای خانم,2020-07-16 03:00:09,C,FT
J,False,2020-05-16 13:33:05,<3MT,PHP (Laravel) Developer,2020-07-16 03:00:09,C,FT
S,False,2020-05-16 11:44:33,,توسعه‌دهنده Front_End (React),2020-07-16 03:00:09,C,FT
J,False,2020-09-18 23:32:30,<8MT,UI/UX Designer,2020-11-18 03:00:11,C,FT
J,False,2020-10-18 11:44:48,,برنامه‌نویس (PHP (Laravel,2020-12-18 03:00:11,C,FT
S,False,2020-08-02 11:14:57,<12MT,برنامه‌نویس ارشد وب (ASP.NET MVC),2020-10-02 03:00:10,C,FT
J,True,2020-07-06 11:12:35,<6MT,توسعه‌دهنده Front-end,2020-07-28 13:08:22,C,PR
S,False,2020-08-09 17:14:07,<12MT,Senior iOS Developer,2020-10-09 03:00:09,C,FT
S,False,2020-05-17 10:44:18,<8MT,توسعه‌دهنده اندروید,2020-07-17 03:00:09,C,FT
S,False,2020-06-02 13:47:36,,React Front End Developer,2020-08-02 03:00:09,C,FT
S,False,2020-08-15 10:52:33,<12MT,توسعه‌دهنده Backend,2020-10-15 03:00:09,C,FT
J,False,2020-06-27 11:13:50,<6MT,برنامه‌نویس (ASP.NET MVC),2020-08-27 03:00:11,C,FT
J,True,2020-05-17 10:43:48,<4MT,Front end developer,2020-07-17 03:00:09,C,PT
J,False,2021-01-23 13:50:47,<4MT,پشتیبان فنی و آزمون‌گر نرم افزار,2021-03-21 03:00:10,C,FT
J,True,2021-04-03 14:15:05,<6MT,توسعه‌دهنده Fron-End,2021-05-15 03:00:11,C,FT
S,False,2020-07-17 12:01:27,<6MT,توسعه‌دهنده جاوا,2020-08-26 16:53:56,C,FT
S,False,2020-08-09 17:41:36,<12MT,Unity Developer,2020-10-09 03:00:09,A,FT
I,False,2020-07-18 13:31:09,,مهارت آموز ++c,2020-09-17 03:00:10,C,FT
S,False,2020-05-18 18:55:40,<8MT,تحلیل داده‌ی شبکه‌های کامپیوتری,2020-07-18 03:00:09,C,FT
S,False,2020-05-18 18:55:41,<8MT,برنامه‌نویسی سیستمی - آقا,2020-07-18 03:00:09,C,FT
J,False,2020-05-18 18:07:28,<6MT,برنامه‌نویس #C,2020-07-18 03:00:09,C,FT
S,False,2020-05-18 14:52:30,<8MT,برنامه‌نویس Pure PHP,2020-07-18 03:00:09,C,FT
J,False,2020-05-18 14:05:55,<6MT,برنامه‌نویس VUE JS,2020-07-18 03:00:09,C,FT
S,False,2020-07-14 18:02:52,,توسعه‌دهنده React Native,2020-09-13 03:00:09,C,FT
S,True,2020-10-03 13:12:45,<8MT,React Native Developer (دورکاری),2020-12-03 03:00:10,C,FT
J,False,2020-08-17 12:43:14,,Associate Product Manager,2020-09-23 14:59:05,C,FT
S,False,2020-06-27 11:13:24,<4MT,کارشناس BI,2020-08-27 03:00:11,C,FT
J,False,2020-06-22 12:15:28,<3MT,Front End developer,2020-07-18 11:14:41,C,FT
S,True,2020-06-02 12:23:49,<8MT,توسعه‌دهنده Backend,2020-08-02 03:00:09,C,FT
S,False,2020-06-02 12:23:40,<12MT,برنامه‌نویس Front-end,2020-08-02 03:00:09,C,FT
S,True,2021-04-10 09:21:27,,UI/UX Designer,2021-05-21 03:00:11,C,FT
J,True,2020-07-18 14:15:38,<4MT,برنامه‌نویس وردپرس,2020-09-17 03:00:10,C,PT
S,True,2021-01-09 18:15:25,,Node.js Developer,2021-03-06 13:32:10,C,FT
J,False,2020-10-11 10:07:47,<6MT,کارشناس عملیات Devops Engineer,2020-12-11 03:00:11,C,FT
S,False,2020-09-23 14:50:21,<12MT,Laravel - Senior developer,2020-11-23 03:00:11,C,FT
J,False,2020-11-21 01:02:54,<12MT,توسعه‌دهنده Back-end,2021-01-20 03:10:14,C,FT
J,False,2020-11-08 12:56:44,<12MT,NodeJS Back-end Developer,2021-01-08 03:00:10,C,FT
J,True,2020-08-15 10:54:06,<12MT,Software Engineer,2020-10-15 03:00:09,C,PT
J,False,2020-07-18 19:00:32,<4MT,توسعه‌دهنده Front-end,2020-08-31 16:54:51,C,FT
J,False,2020-06-17 14:19:34,<3MT,برنامه‌نویس Angular,2020-08-17 03:00:09,C,FT
J,True,2020-06-14 17:16:19,<3MT,توسعه‌دهنده Back-end,2020-07-18 17:59:28,C,FT
J,True,2020-10-03 14:29:38,<4MT,توسعه‌دهنده Vue js,2020-12-03 03:00:10,C,FT
S,False,2020-10-05 12:56:54,,Front-end Developer,2020-12-07 03:00:11,C,FT
S,False,2020-12-08 12:56:20,<6MT,برنامه‌نویس .NET,2021-02-07 03:00:11,C,FT
S,False,2020-08-10 11:50:07,<8MT,برنامه‌نویس React Native,2020-10-10 03:00:10,C,FT
J,False,2020-08-17 12:43:05,,Product Manager,2020-09-23 14:59:10,C,FT
J,True,2021-04-10 07:42:15,,برنامه‌نویس جوان Full Stack,2021-05-21 03:00:11,C,FT
S,False,2020-10-15 13:58:18,<8MT,توسعه‌دهنده QT,2020-12-15 03:00:11,C,FT
J,False,2020-07-19 10:33:57,<6MT,توسعه‌دهنده نرم افزار اندروید,2020-09-18 03:00:10,C,FT
S,False,2020-12-08 12:55:41,,PHP Engineer,2021-02-07 03:00:11,C,FT
S,False,2020-11-08 13:00:03,,Senior Back-End Developer-ASP.NET Core,2021-01-08 03:00:10,C,FT
I,False,2020-07-11 17:19:17,,کاراموز برنامه‌نویسی Back-End(NodeJS),2020-08-02 20:47:52,C,FT
S,False,2020-05-19 18:01:14,<8MT,(Senior Front-end developer(React,2020-07-19 03:00:09,C,FT
S,False,2021-04-10 07:41:56,<4MT,توسعه‌دهنده Django,2021-05-21 03:00:11,C,FT
S,False,2020-05-19 11:27:49,<6MT,توسعه‌دهنده برنامه‌ی موبایل با Flutter,2020-07-19 03:00:09,C,FT
J,False,2020-07-19 10:34:43,<8MT,Fullstack، آقا دارای پایان خدمت,2020-09-18 03:00:10,C,FT
S,False,2020-08-22 17:33:39,,برنامه‌نویس Full-Stack,2020-10-01 10:20:58,C,FT
J,False,2020-11-15 09:41:41,<12MT,توسعه‌دهنده Back-end,2021-01-15 03:00:11,C,FT
J,False,2020-07-21 16:15:07,,برنامه‌نویس وب (React),2020-09-20 03:00:09,C,FT
J,False,2020-06-27 11:11:27,<4MT,برنامه‌نویس فرانت اند,2020-08-27 03:00:11,C,FT
J,False,2020-12-08 12:38:59,<6MT,مهندس جوان نرم‌افزار - سمت سرور,2021-02-07 03:00:11,C,FT
S,True,2020-09-16 15:55:17,<4MT,Data Scientist,2020-10-18 17:35:22,C,FT
S,False,2020-08-19 11:00:36,<4MT,برنامه‌نویس PHP,2020-10-19 03:00:10,C,PR
S,False,2020-08-02 18:39:41,,Business Intelligence Developer,2020-08-10 16:37:16,C,FT
S,False,2020-09-01 12:56:39,<6MT,کارشناس تست نرم‌افزار,2020-11-01 03:00:15,C,FT
S,False,2020-07-20 16:27:23,,توسعه‌دهنده Backend,2020-09-19 03:00:10,C,FT
S,False,2020-07-16 13:16:03,,توسعه‌دهنده Front-end,2020-09-15 03:00:08,C,FT
S,False,2020-07-20 16:22:55,<8MT,توسعه‌دهنده Front-end,2020-09-19 03:00:10,C,FT
S,False,2020-06-21 16:55:21,<12MT,برنامه‌نویس ارشد Java,2020-08-02 18:34:00,C,FT
J,False,2020-12-28 12:17:55,,توسعه‌دهنده فرانت اند,2021-02-27 03:00:11,C,FT
S,True,2020-09-22 15:14:41,,Senior Back-End Developer,2020-11-22 03:00:11,C,FT
S,False,2020-10-12 13:58:15,<6MT,توسعه‌دهنده Front End,2020-12-12 03:00:11,C,FT
J,False,2020-07-21 14:10:15,,برنامه‌نویس ASP.NET MVC,2020-09-20 03:00:09,C,FT
J,False,2020-05-20 11:53:53,<8MT,توسعه‌دهنده Front-end,2020-07-20 03:00:09,C,FT
S,False,2020-05-31 19:20:40,,(Senior Back-End Developer (Python,2020-07-31 03:00:08,C,PT
M,True,2020-05-31 19:19:38,<12MT,برنامه‌نویس PHP,2020-07-31 03:00:08,C,FT
S,True,2020-05-31 15:06:48,<3MT,توسعه‌دهنده FrontEnd,2020-07-31 03:00:08,C,PR
S,True,2020-11-15 09:31:23,>12MT,توسعه‌دهنده Back-End,2021-01-15 03:00:11,C,FT
S,False,2020-05-31 10:28:33,<8MT,توسعه‌دهنده React Native,2020-07-31 03:00:08,C,FT
J,True,2020-05-31 13:23:52,,توسعه‌دهنده WordPress (دورکاری),2020-07-31 03:00:08,C,PR
J,False,2020-06-23 16:24:30,<6MT,برنامه‌نویس اپلیکیشن موبایل,2020-08-23 03:00:09,C,FT
S,False,2020-06-23 14:32:10,,Frontend Developer,2020-08-23 03:00:09,C,FT
S,False,2020-10-11 13:47:57,<8MT,Full Stack Developer,2020-12-11 03:00:11,C,FT
I,False,2020-05-31 12:24:38,,کارآموز NodeJS (گرگان),2020-07-31 03:00:08,C,FT
S,False,2020-10-18 09:52:14,<8MT,توسعه‌دهنده Backend,2020-12-18 03:00:11,C,FT
I,False,2020-05-31 12:24:31,,کارآموز ReactJS (گرگان),2020-07-31 03:00:08,C,FT
S,False,2020-07-21 12:21:59,<8MT,React Developer,2020-09-20 03:00:09,C,FT
S,False,2020-06-23 14:31:54,,Backend Developer,2020-08-23 03:00:09,C,FT
S,True,2020-09-16 09:18:58,,توسعه‌دهنده ارشد پایتون جنگو,2020-11-16 03:00:10,C,FT
J,False,2020-06-27 13:43:27,,Block-chain Developer,2020-08-27 03:00:11,C,FT
S,False,2020-08-10 11:54:14,<4MT,برنامه‌نویس وب (Front-end),2020-10-10 03:00:10,C,FT
S,False,2020-06-23 14:31:48,,Android Developer,2020-08-23 03:00:09,C,FT
S,False,2020-06-23 14:31:10,,CRM Specialist,2020-08-23 03:00:09,C,FT
J,False,2020-07-20 23:34:54,<6MT,توسعه‌دهنده بک‎ اند لاراول,2020-08-29 22:14:22,C,FT
J,True,2020-10-18 09:58:13,<4MT,توسعه‌دهنده Django) Back-End),2020-12-18 03:00:11,C,PT
S,False,2020-09-27 10:44:16,<12MT,Senior Back-End Developer (ASP.NET),2020-11-27 03:00:10,C,FT
I,False,2020-05-31 12:24:22,,کارآموز تست نرم‌افزار (QA-گرگان),2020-07-31 03:00:08,C,FT
J,True,2020-05-31 12:24:18,<2MT,کارشناس تضمین کیفیت نرم‌افزار (دورکاری),2020-07-31 03:00:08,C,PT
S,False,2020-07-20 16:25:12,<12MT,توسعه‌دهنده PHP,2020-09-19 03:00:10,C,FT
S,True,2020-10-18 09:57:57,<8MT,برنامه‌نویس ارشد Front-end,2020-12-18 03:00:11,C,FT
J,True,2020-10-18 09:55:53,<4MT,توسعه‌دهنده لاراول,2020-12-18 03:00:11,C,FT
J,False,2020-07-21 10:14:40,,برنامه‌نویس ++VC,2020-09-20 03:00:09,C,FT
J,True,2020-07-21 10:14:05,<4MT,بازی ساز,2020-09-20 03:00:09,C,FT
J,True,2020-05-31 12:24:04,<3MT,توسعه‌دهنده Node.js (دورکاری),2020-07-31 03:00:08,C,PT
S,False,2020-05-22 02:04:57,<8MT,برنامه‌نویس ارشد PHP لاراول,2020-07-21 03:00:09,C,FT
S,False,2020-05-21 13:01:25,<8MT,Full Stack Developer Node.js,2020-07-21 03:00:09,C,FT
S,False,2020-05-31 10:28:02,<8MT,برنامه‌نویس Flutter,2020-07-31 03:00:08,C,FT
S,False,2020-08-02 14:52:19,,توسعه‌دهنده PWA و Angular,2020-10-02 03:00:10,C,FT
S,False,2020-05-31 19:13:25,,توسعه‌دهنده ارشد Python/Django,2020-07-31 03:00:08,C,FT
S,True,2021-01-23 09:22:32,,برنامه‌نویس ارشد Back-end (دورکاری),2021-03-21 03:00:10,C,FT
J,False,2020-08-15 10:53:50,<3MT,توسعه‌دهنده CodeIgniter,2020-10-15 03:00:09,C,FT
S,True,2020-08-17 11:33:17,,Senior Front-end Developer,2020-08-31 10:18:41,C,FT
S,True,2020-10-18 09:54:16,>12MT,برنامه‌نویس ارشد (PHP (Laravel,2020-12-18 03:00:11,C,FT
S,False,2020-07-22 13:22:37,<6MT,توسعه‌دهنده نرم افزار - #C,2020-09-21 03:00:10,C,FT
J,False,2020-10-18 11:26:18,,برنامه‌نویس ++C,2020-12-18 03:00:11,C,FT
J,False,2020-06-03 21:43:46,,توسعه‌دهنده Full-Stack,2020-07-31 16:53:33,C,FT
S,False,2020-10-18 15:32:54,,React & Flutter,2020-12-03 00:34:41,C,FT
J,False,2020-09-21 12:34:39,<6MT,برنامه‌نویس (خانم) ASP.NET Core,2020-11-21 03:00:12,A,FT
S,True,2020-07-21 10:16:08,,برنامه‌نویس ارشد جاوا,2020-09-25 03:00:09,C,FT
J,False,2020-12-28 12:41:29,,توسعه‌دهنده Back-end,2021-02-27 03:00:11,C,FT
J,False,2020-07-21 14:09:29,<6MT,Front-end Developer,2020-08-18 12:31:18,C,FT
S,False,2021-01-30 10:49:07,<12MT,برنامه‌نویس بک اند node js,2021-02-13 23:57:32,C,FT
J,False,2020-07-21 15:09:58,<4MT,توسعه‌دهنده فرانت اند,2020-09-20 03:00:09,C,FT
S,False,2020-08-02 11:15:50,,UI/UX Designer,2020-08-10 16:37:16,C,FT
J,False,2020-07-22 10:57:39,,برنامه‌نویس PHP,2020-09-21 03:00:10,C,FT
S,False,2020-10-18 09:53:59,<8MT,توسعه‌دهنده Back-End,2020-12-18 03:00:11,C,FT
S,True,2020-11-01 15:49:08,<8MT,برنامه‌نویس React - دورکاری,2020-12-14 06:17:30,C,FT
J,True,2021-03-21 11:12:27,<6MT,برنامه‌نویس بلاک چین,2021-05-05 03:00:11,C,PR
S,False,2020-10-03 13:12:07,<8MT,برنامه‌نویس انگولار,2020-12-03 03:00:10,C,FT
J,True,2021-04-10 07:41:25,,برنامه‌نویس لاراول Laravel,2021-05-21 03:00:11,C,FT
J,False,2020-08-01 10:59:49,,توسعه‌دهنده اندروید,2020-08-28 12:08:54,C,FT
S,True,2020-10-19 10:53:36,<6MT,Data Scientist,2020-11-28 16:47:07,C,FT
J,False,2020-08-04 15:11:52,<4MT,توسعه‌دهنده وب,2020-10-04 03:00:09,C,FT
S,True,2021-04-11 10:52:05,,Back-end Developer (ASP.NET),2021-05-01 11:19:02,A,FT
J,False,2020-08-22 17:34:20,,برنامه‌نویس Web Developer,2020-10-22 03:00:09,C,FT
J,False,2020-06-01 18:53:54,<4MT,برنامه‌نویس (PHP(Laravel,2020-08-01 03:00:09,C,FT
S,True,2020-11-29 10:34:25,,iOS Developer,2020-12-20 11:33:53,C,FT
S,False,2020-06-01 13:02:14,<6MT,برنامه‌نویس ASP.NET,2020-08-01 03:00:09,C,FT
J,True,2020-12-10 14:34:40,<12MT,Software Engineer (Junior or Intern),2020-12-13 13:06:47,C,PT
S,False,2020-06-01 11:26:29,<4MT,توسعه‌دهنده BackEnd,2020-08-01 03:00:09,C,FT
J,False,2020-08-12 12:23:16,,برنامه‌نویس جاوا,2020-10-12 03:00:10,C,FT
S,False,2020-07-25 13:42:53,,Java Developer,2020-08-10 16:37:17,C,FT
S,False,2020-07-25 13:42:47,,(Front-end Developer (React,2020-08-10 16:37:17,C,FT
S,False,2020-08-26 13:57:55,<8MT,توسعه‌دهنده Back-End ASP.NET,2020-10-28 03:00:09,C,FT
S,True,2020-10-19 16:10:23,<12MT,senior React developer,2020-12-19 03:00:11,C,FT
S,True,2020-07-27 18:20:46,<6MT,Front-end Developer (ReactJS),2020-09-26 03:00:10,C,FT
J,False,2020-08-02 18:38:07,<4MT,طراح سه‌بعدی,2020-10-02 03:00:10,C,FT
J,False,2020-08-03 15:31:50,<3MT,برنامه‌نویس تحت وب (.Net-خانم-اصفهان),2020-10-03 03:00:10,C,FT
I,False,2020-06-22 02:38:35,<2MT,کارآموز برنامه‌نویسی موبایل,2020-08-02 20:49:27,C,FT
J,False,2020-08-02 18:38:34,<3MT,خالق سناریو بازی,2020-10-02 03:00:10,C,FT
S,False,2020-08-02 13:31:08,,Network monitoring operator,2020-08-10 16:37:16,C,FT
S,True,2020-06-25 14:33:12,<6MT,توسعه‌ دهنده موبایل,2020-08-25 03:00:08,C,PR
S,True,2020-06-25 17:50:21,<12MT,برنامه‌نویس JavaScript) Full-Stack),2020-08-25 03:00:08,C,FT
J,True,2021-05-15 15:06:58,,کارشناس devops,2021-06-25 03:00:12,C,FT
J,False,2020-08-31 15:34:57,,Front-end Developer,2020-10-31 03:00:10,C,FT
J,False,2020-08-15 12:05:13,<6MT,توسعه‌دهنده Winform,2020-10-15 03:00:09,C,FT
S,False,2020-07-25 13:44:55,,(Senior Back-End Developer (.NET,2020-08-10 16:37:17,C,FT
S,False,2020-07-25 13:45:39,,Scrum Master,2020-08-10 16:37:17,C,FT
J,False,2020-08-17 11:53:54,,برنامه‌نویس وب Front & Back,2020-10-17 03:00:09,C,PR
S,False,2020-08-02 14:50:46,,Front-end developer,2020-08-10 16:37:16,C,FT
S,False,2020-08-31 14:02:53,,Back-End Developer,2020-10-31 03:00:10,C,FT
S,True,2020-08-11 12:09:12,,React Native Developer,2020-10-11 03:00:10,C,FT
S,False,2020-07-25 13:48:29,,Product Owner,2020-08-10 16:37:17,C,FT
J,True,2020-09-12 14:22:08,<4MT,توسعه‌دهنده Django) Back-End),2020-10-23 18:41:13,C,PT
S,False,2020-07-22 14:14:38,<6MT,کارشناس برنامه‌نویسی PHP,2020-09-21 03:00:10,C,FT
S,False,2020-12-08 12:38:21,<12MT,مهندس ارشد نرم‌افزار - سمت سرور,2021-02-07 03:00:11,C,FT
J,True,2020-10-03 11:40:31,,توسعه‌دهنده Front-end,2020-12-03 03:00:11,C,FT
S,True,2020-08-11 10:57:33,<12MT,Senior Back-End Developer,2020-10-11 03:00:10,C,FT
J,False,2020-06-10 15:12:30,<6MT,توسعه‌دهنده ASP.NET,2020-08-10 03:00:08,C,FT
S,True,2020-11-29 10:34:49,,Android Developer,2020-12-20 11:33:59,C,FT
S,True,2020-10-03 11:36:29,<12MT,Frontend developer,2020-12-03 03:00:11,C,PT
S,True,2020-06-10 14:59:35,<4MT,برنامه‌نویس موبایل  (React Native یا Flutter),2020-08-10 03:00:08,C,FT
S,False,2020-10-19 11:44:22,<12MT,متخصص DevOps,2020-12-19 03:00:11,C,FT
J,True,2020-08-11 11:00:25,,Front-end Developer (دورکاری-Scripts),2020-09-23 14:59:15,C,PT
S,True,2020-10-04 11:24:31,<12MT,Full-Stack Developer (Laravel),2020-10-18 20:16:43,C,FT
J,False,2020-08-03 11:12:02,,توسعه‌دهنده PHP,2020-10-03 03:00:10,C,FT
J,False,2020-07-23 14:12:24,<8MT,(Python developer(back-end,2020-08-18 12:31:04,C,FT
S,False,2020-07-23 14:12:01,<4MT,برنامه‌نویس پایتون,2020-09-22 03:00:10,C,FT
S,False,2020-08-31 15:35:46,,Front-end Developer,2020-10-31 03:00:10,C,FT
S,False,2020-07-25 13:37:21,,برنامه‌نویس ارشد Django) Back-End),2020-08-10 16:37:17,C,FT
S,False,2020-07-25 13:51:42,,Senior Project Manager,2020-08-10 16:37:17,C,FT
S,False,2020-07-25 13:51:36,,Technical Writer,2020-08-10 16:37:17,C,FT
J,True,2020-05-23 11:56:54,<8MT,برنامه‌نویس PHP,2020-07-23 03:00:08,C,FT
S,False,2020-07-25 16:22:59,,Cloud Engineer,2020-08-10 16:37:17,C,FT
I,False,2020-05-23 10:18:21,,کارآموز برنامه‌نویسی,2020-07-23 03:00:08,C,PT
S,False,2020-10-19 11:43:27,<12MT,توسعه‌دهنده Nodejs,2020-12-19 03:00:11,C,FT
S,False,2020-08-31 15:36:39,,UX Designer,2020-10-31 03:00:10,C,FT
S,False,2020-07-02 12:52:04,<6MT,برنامه‌نویس ASP.NET,2020-09-01 03:00:12,C,FT
S,True,2020-06-15 22:22:21,<8MT,توسعه‌دهنده Full stack,2020-08-15 03:00:09,C,FT
S,True,2020-07-23 14:11:44,<6MT,برنامه‌نویس Nodejs (کاملا دورکاری),2020-08-25 23:07:38,C,FT
S,False,2020-10-03 11:27:54,<6MT,برنامه‌نویس PHP مسلط به وردپرس,2020-12-03 03:00:11,C,FT
S,True,2020-07-25 14:42:49,,Cloud Engineer - Remote,2020-08-10 16:37:17,C,FT
S,False,2021-05-15 14:42:18,,توسعه‌دهنده ارشد جاوا,2021-06-25 03:00:12,C,FT
S,False,2020-06-15 10:29:02,,برنامه‌نویس Front-end,2020-08-15 03:00:09,C,FT
J,True,2020-06-15 10:28:05,<6MT,برنامه‌نویس PHP,2020-08-15 03:00:09,C,FT
S,False,2020-08-03 10:00:34,<6MT,توسعه‌دهنده Backend,2020-10-03 03:00:10,C,FT
S,True,2020-07-26 10:30:38,<12MT,توسعه‌دهنده اندروید,2020-08-10 16:37:16,C,FT
S,False,2020-08-09 15:11:18,<12MT,توسعه‌دهنده Full-stack,2020-10-09 03:00:09,C,FT
J,False,2020-08-11 10:14:24,,برنامه‌نویس PHP,2020-10-11 03:00:10,C,FT
S,False,2020-11-14 09:46:37,,Product Manager,2020-11-21 18:35:14,C,FT
S,True,2020-07-25 11:29:37,,Backend Developer,2020-07-25 15:18:06,C,FT
S,True,2020-09-28 11:17:15,<4MT,برنامه‌نویس React (کاملا دورکاری),2020-11-01 10:09:59,C,PT
S,True,2020-07-26 22:15:35,,توسعه‌دهنده با تخصص پردازش تصویر,2020-08-10 16:37:16,C,FT
S,False,2020-07-25 14:04:07,<12MT,توسعه‌دهنده Front-end,2020-08-10 16:37:17,C,FT
S,False,2020-08-10 11:48:26,<8MT,توسعه‌دهنده Microsoft Dynamics NAV,2020-10-10 03:00:10,C,FT
